batch_size,processed_response,error
60,"Here is the output in JSON format:

```json
{
    ""themes"": [
        {
            ""name"": ""Politics and Current Events"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Politics"",
                ""Current Events"",
                ""Government"",
                ""Politics in the US""
            ],
            ""keywords"": [
                ""Hillary Clinton"",
                ""US Government"",
                ""Politics in the US"",
                ""Government in the US""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment and Culture"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Movies"",
                ""Music"",
                ""Celebrities"",
                ""Culture""
            ],
            ""keywords"": [
                ""Jeff Goldblum"",
                ""Chester Bennington"",
                ""Music"",
                ""Movies""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 78,
            ""sub_themes"": [
                ""Technology"",
                ""Science"",
                ""Space Exploration""
            ],
            ""keywords"": [
                ""Red Dead Redemption 2"",
                ""Robot"",
                ""Space Exploration"",
                ""Technology""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Media and Relationships"",
            ""confidence"": 75,
            ""sub_themes"": [
                ""Social Media"",
                ""Relationships"",
                ""Friends""
            ],
            ""keywords"": [
                ""Twitter"",
                ""Friendship"",
                ""Social Media"",
                ""Relationships""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Health"",
                ""Wellness"",
                ""Fitness""
            ],
            ""keywords"": [
                ""Cancer"",
                ""Chemo"",
                ""Health"",
                ""Wellness""
            ],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 100,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}
```

Here's a breakdown of the output:

*   The main themes identified are Politics and Current Events, Entertainment and Culture, Technology and Science, Social Media and Relationships, and Health and Wellness.
*   The confidence level for each theme is between 70 and 85, indicating a moderate to high level of confidence in the theme extraction.
*   The sub-themes for each main theme provide more specific categories within the main theme.
*   The keywords for each theme are key terms that support the theme and can be used for further analysis.
*   The sentiment for each theme is neutral, indicating that the themes are not emotionally charged or biased.
*   The metadata provides information about the tweets, including the average length of the tweets, the language used, and whether the tweets contain hashtags and mentions.

The sample tweets supporting each theme can be found in the original tweet dataset.",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
  ""type"": ""object"",
  ""properties"": {
    ""themes"": {
      ""type"": ""array"",
      ""items"": {
        ""type"": ""object"",
        ""properties"": {
          ""name"": {
            ""type"": ""string"",
            ""description"": ""Primary theme identified""
          },
          ""confidence"": {
            ""type"": ""number"",
            ""minimum"": 0,
            ""maximum"": 100,
            ""description"": ""Confidence level of theme extraction""
          },
          ""sub_themes"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Specific sub-categories within the theme""
          },
          ""keywords"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Key terms supporting the theme""
          },
          ""sentiment"": {
            ""type"": ""string"",
            ""enum"": [""positive"", ""negative"", ""neutral""],
            ""description"": ""Emotional tone of the theme""
          }
        },
        ""required"": [""name"", ""confidence""]
      }
    },
    ""metadata"": {
      ""type"": ""object"",
      ""properties"": {
        ""tweet_length"": {""type"": ""integer""},
        ""language"": {""type"": ""string""},
        ""contains_hashtags"": {""type"": ""boolean""},
        ""contains_mentions"": {""type"": ""boolean""}
      }
    }
  },
  ""required"": [""themes""]
} 

{
  ""themes"": [
    {
      ""name"": ""Politics and Current Events"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""US Politics"",
        ""Gun Control"",
        ""Natural Disasters""
      ],
      ""keywords"": [
        ""Trump"",
        ""NRA"",
        ""Sandy"",
        ""Hurricane""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Entertainment and Media"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows""
      ],
      ""keywords"": [
        ""Netflix"",
        ""Kardashian"",
        ""Weezer"",
        ""Panic! At The Disco""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Machine Learning"",
        ""Natural Language Processing""
      ],
      ""keywords"": [
        ""AI"",
        ""NLP"",
        ""Machine Learning""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Fitness"",
        ""Nutrition"",
        ""Mental Health""
      ],
      ""keywords"": [
        ""Fitness"",
        ""Nutrition"",
        ""Mental Health""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 280,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,"{
    ""themes"": [
        {
            ""name"": ""Politics"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Government spending"",
                ""Election"",
                ""Policy""
            ],
            ""keywords"": [
                ""government"",
                ""spending"",
                ""election"",
                ""policy"",
                ""Trudeau""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Technology"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Blockchain"",
                ""Linux"",
                ""Steam"",
                ""Windows""
            ],
            ""keywords"": [
                ""blockchain"",
                ""linux"",
                ""steam"",
                ""windows"",
                ""games""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Entertainment"",
            ""confidence"": 90,
            ""sub_themes"": [
                ""Music"",
                ""Movies"",
                ""TV Shows""
            ],
            ""keywords"": [
                ""music"",
                ""movies"",
                ""tv shows"",
                ""kanye west"",
                ""jay-z""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Racing"",
                ""NASCAR"",
                ""NHRA""
            ],
            ""keywords"": [
                ""racing"",
                ""nascar"",
                ""nhra"",
                ""trucks""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Health"",
            ""confidence"": 75,
            ""sub_themes"": [
                ""Fitness"",
                ""Wellness"",
                ""Diet""
            ],
            ""keywords"": [
                ""fitness"",
                ""wellness"",
                ""diet"",
                ""ham""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Environment"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Conservation"",
                ""Sustainability"",
                ""Eco-Friendly""
            ],
            ""keywords"": [
                ""conservation"",
                ""sustainability"",
                ""eco-friendly"",
                ""palliatives""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Social Issues"",
            ""confidence"": 85,
            ""sub_themes"": [
                ""Equality"",
                ""Justice"",
                ""Human Rights""
            ],
            ""keywords"": [
                ""equality"",
                ""justice"",
                ""human rights"",
                ""demons""
            ],
            ""sentiment"": ""positive""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 200,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,"```json
{
  ""type"": ""object"",
  ""properties"": {
    ""themes"": {
      ""type"": ""array"",
      ""items"": {
        ""type"": ""object"",
        ""properties"": {
          ""name"": {
            ""type"": ""string"",
            ""description"": ""Primary theme identified""
          },
          ""confidence"": {
            ""type"": ""number"",
            ""minimum"": 0,
            ""maximum"": 100,
            ""description"": ""Confidence level of theme extraction""
          },
          ""sub_themes"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Specific sub-categories within the theme""
          },
          ""keywords"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Key terms supporting the theme""
          },
          ""sentiment"": {
            ""type"": ""string"",
            ""enum"": [""positive"", ""negative"", ""neutral""],
            ""description"": ""Emotional tone of the theme""
          }
        },
        ""required"": [""name"", ""confidence""]
      }
    },
    ""metadata"": {
      ""type"": ""object"",
      ""properties"": {
        ""tweet_length"": {
          ""type"": ""integer""
        },
        ""language"": {
          ""type"": ""string""
        },
        ""contains_hashtags"": {
          ""type"": ""boolean""
        },
        ""contains_mentions"": {
          ""type"": ""boolean""
        }
      }
    }
  },
  ""required"": [""themes""]
}
```

Here is the output based on the given analysis:

```json
{
  ""themes"": [
    {
      ""name"": ""Politics"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Voting"",
        ""Elections"",
        ""Government""
      ],
      ""keywords"": [
        ""democracy"",
        ""elections"",
        ""government""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Entertainment"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows""
      ],
      ""keywords"": [
        ""movies"",
        ""music"",
        ""TV shows""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Food and Drink"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Restaurants"",
        ""Recipes"",
        ""Cooking""
      ],
      ""keywords"": [
        ""food"",
        ""drink"",
        ""recipes""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Health and Wellness"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Fitness"",
        ""Nutrition"",
        ""Mental Health""
      ],
      ""keywords"": [
        ""fitness"",
        ""nutrition"",
        ""mental health""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Sports"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Basketball"",
        ""Football"",
        ""Baseball""
      ],
      ""keywords"": [
        ""sports"",
        ""basketball"",
        ""football""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Software"",
        ""Hardware"",
        ""Programming""
      ],
      ""keywords"": [
        ""technology"",
        ""software"",
        ""hardware""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Business"",
      ""confidence"": 55,
      ""sub_themes"": [
        ""Marketing"",
        ""Finance"",
        ""Management""
      ],
      ""keywords"": [
        ""business"",
        ""marketing"",
        ""finance""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Social Media"",
      ""confidence"": 50,
      ""sub_themes"": [
        ""Facebook"",
        ""Twitter"",
        ""Instagram""
      ],
      ""keywords"": [
        ""social media"",
        ""facebook"",
        ""twitter""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Education"",
      ""confidence"": 45,
      ""sub_themes"": [
        ""Universities"",
        ""Colleges"",
        ""Online Courses""
      ],
      ""keywords"": [
        ""education"",
        ""universities"",
        ""colleges""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Travel"",
      ""confidence"": 40,
      ""sub_themes"": [
        ""Hotels"",
        ""Restaurants"",
        ""Tourism""
      ],
      ""keywords"": [
        ""travel"",
        ""hotels"",
        ""restaurants""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Culture"",
      ""confidence"": 35,
      ""sub_themes"": [
        ""Music"",
        ""Art"",
        ""Literature""
      ],
      ""keywords"": [
        ""culture"",
        ""music"",
        ""art""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 280,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}
```",
60,"{
  ""themes"": [
    {
      ""name"": ""Entertainment"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Movies"",
        ""Music"",
        ""TV Shows""
      ],
      ""keywords"": [
        ""20th Century Women"",
        ""Call Me By Your Name"",
        ""Ladybird"",
        ""WineLovers_Unit"",
        ""EarthDay2016"",
        ""Perricone"",
        ""Sicily"",
        ""winelover""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Comedy"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Humor"",
        ""Jokes"",
        ""Satire""
      ],
      ""keywords"": [
        ""Krystal is okay"",
        ""I\\'ve got FRIEEENDS!"",
        ""life will find a way to shove your idiot face in to the mud where it belongs"",
        ""\\xf0\\x9f\\x98\\x83 #winelover #wine #TheBigQuestion""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Sports"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Football"",
        ""Basketball""
      ],
      ""keywords"": [
        ""williebosshog"",
        ""DucksMusical"",
        ""ducksdebut""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Technology"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Gadgets"",
        ""Software"",
        ""Hardware""
      ],
      ""keywords"": [
        ""Serial Port SDR"",
        ""MozillaThunderbird"",
        ""openSUSE"",
        ""Security"",
        ""Update""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Government"",
        ""Policy"",
        ""Economy""
      ],
      ""keywords"": [
        ""Corruption &amp; those protecting it being exposed"",
        ""Panama Leaks"",
        ""Netanyahu"",
        ""Theresa May"",
        ""Israeli media speculation""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Social Issues"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Equality"",
        ""Justice"",
        ""Human Rights""
      ],
      ""keywords"": [
        ""Freedom Ain't Free!"",
        ""Thanks to all vets past, present and future for protecting us"",
        ""Please, don\\xe2\\x80\\x99t just go up to someone and ask, \\xe2\\x80\\x9cWill you be my mentor?\\xe2\\x80\\x9d"",
        ""#metaguide: 100 Best AWS WordPress Videos""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Personal Stories"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Friendship"",
        ""Family"",
        ""Memories""
      ],
      ""keywords"": [
        ""Child with Basket of Magical Lingzhi Fungus"",
        ""spent the day cleanin out the garage and came across this blast from the past"",
        ""Hippias Major , one retitled Worry You Off My Mind"",
        ""Robin Starveling, a character in Richard Wagner's Der Ring des Nibelungen""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 500,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
  ""themes"": [
    {
      ""name"": ""News and Breaking News"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Wildfires"",
        ""Evacuations"",
        ""Breaking News"",
        ""News Stories""
      ],
      ""keywords"": [
        ""BREAKING"",
        ""wildfire"",
        ""evacuation"",
        ""news story""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Technology and Hacking"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Vulnerabilities"",
        ""ExploitDB"",
        ""Hacking"",
        ""Technology News""
      ],
      ""keywords"": [
        ""#ExploitDB"",
        ""vulnerability"",
        ""hacking"",
        ""technology news""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Politics and Elections"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Election"",
        ""Politics"",
        ""Government"",
        ""Leadership""
      ],
      ""keywords"": [
        ""#SwachhBharat"",
        ""election"",
        ""politics"",
        ""government""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Entertainment and Culture"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Movies"",
        ""TV Shows"",
        ""Music"",
        ""Art""
      ],
      ""keywords"": [
        ""movies"",
        ""TV shows"",
        ""music"",
        ""art""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Environment and Sustainability"",
      ""confidence"": 50,
      ""sub_themes"": [
        ""Climate Change"",
        ""Sustainability"",
        ""Environmental Protection"",
        ""Eco-Friendly""
      ],
      ""keywords"": [
        ""celeries"",
        ""waterleaves"",
        ""sustainability"",
        ""environmental protection""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Social Media and Memes"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Memes"",
        ""Social Media"",
        ""Humor"",
        ""Entertainment""
      ],
      ""keywords"": [
        ""doo-dah"",
        ""meme"",
        ""social media"",
        ""humor""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Finance"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Business"",
        ""Finance"",
        ""Economy"",
        ""Investment""
      ],
      ""keywords"": [
        ""finance"",
        ""business"",
        ""economy"",
        ""investment""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Travel and Adventure"",
      ""confidence"": 50,
      ""sub_themes"": [
        ""Travel"",
        ""Adventure"",
        ""Exploration"",
        ""Tourism""
      ],
      ""keywords"": [
        ""Paris"",
        ""travel"",
        ""adventure"",
        ""exploration""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Sports"",
        ""Fitness"",
        ""Health"",
        ""Wellness""
      ],
      ""keywords"": [
        ""sports"",
        ""fitness"",
        ""health"",
        ""wellness""
      ],
      ""sentiment"": ""positive""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 50,
    ""language"": ""en"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
    ""type"": ""object"",
    ""properties"": {
        ""themes"": {
            ""type"": ""array"",
            ""items"": {
                ""type"": ""object"",
                ""properties"": {
                    ""name"": {
                        ""type"": ""string"",
                        ""description"": ""Primary theme identified""
                    },
                    ""confidence"": {
                        ""type"": ""number"", 
                        ""minimum"": 0,
                        ""maximum"": 100,
                        ""description"": ""Confidence level of theme extraction""
                    },
                    ""sub_themes"": {
                        ""type"": ""array"",
                        ""items"": {""type"": ""string""},
                        ""description"": ""Specific sub-categories within the theme""
                    },
                    ""keywords"": {
                        ""type"": ""array"", 
                        ""items"": {""type"": ""string""},
                        ""description"": ""Key terms supporting the theme""
                    },
                    ""sentiment"": {
                        ""type"": ""string"",
                        ""enum"": [""positive"", ""negative"", ""neutral""],
                        ""description"": ""Emotional tone of the theme""
                    }
                },
                ""required"": [""name"", ""confidence""]
            }
        },
        ""metadata"": {
            ""type"": ""object"",
            ""properties"": {
                ""tweet_length"": {""type"": ""integer""},
                ""language"": {""type"": ""string""},
                ""contains_hashtags"": {""type"": ""boolean""},
                ""contains_mentions"": {""type"": ""boolean""}
            }
        }
    },
    ""required"": [""themes""]
} 

{
    ""themes"": [
        {
            ""name"": ""Humor and Entertainment"",
            ""confidence"": 85,
            ""sub_themes"": [""Sarcasm"", ""Jokes"", ""Memes""],
            ""keywords"": [""LOL"", ""Jokes"", ""Memes""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Relationships and Social Interactions"",
            ""confidence"": 70,
            ""sub_themes"": [""Friendship"", ""Romance"", ""Conflict""],
            ""keywords"": [""friend"", ""love"", ""conflict""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Technology and Computing"",
            ""confidence"": 60,
            ""sub_themes"": [""Programming"", ""Software"", ""Gadgets""],
            ""keywords"": [""tech"", ""programming"", ""gadget""],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 55,
            ""sub_themes"": [""Brexit"", ""Politics"", ""Social Justice""],
            ""keywords"": [""politics"", ""social justice"", ""brexit""],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Emotions and Personal Growth"",
            ""confidence"": 50,
            ""sub_themes"": [""Mental Health"", ""Self-Care"", ""Motivation""],
            ""keywords"": [""mental health"", ""self-care"", ""motivation""],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Miscellaneous"",
            ""confidence"": 40,
            ""sub_themes"": [""Food"", ""Travel"", ""Sports""],
            ""keywords"": [""food"", ""travel"", ""sports""],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 234,
        ""language"": ""en"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"{
  ""type"": ""object"",
  ""properties"": {
    ""themes"": {
      ""type"": ""array"",
      ""items"": {
        ""type"": ""object"",
        ""properties"": {
          ""name"": {
            ""type"": ""string"",
            ""description"": ""Primary theme identified""
          },
          ""confidence"": {
            ""type"": ""number"", 
            ""minimum"": 0,
            ""maximum"": 100,
            ""description"": ""Confidence level of theme extraction""
          },
          ""sub_themes"": {
            ""type"": ""array"",
            ""items"": {""type"": ""string""},
            ""description"": ""Specific sub-categories within the theme""
          },
          ""keywords"": {
            ""type"": ""array"", 
            ""items"": {""type"": ""string""},
            ""description"": ""Key terms supporting the theme""
          },
          ""sentiment"": {
            ""type"": ""string"",
            ""enum"": [""positive"", ""negative"", ""neutral""],
            ""description"": ""Emotional tone of the theme""
          }
        },
        ""required"": [""name"", ""confidence""]
      }
    },
    ""metadata"": {
      ""type"": ""object"",
      ""properties"": {
        ""tweet_length"": {""type"": ""integer""},
        ""language"": {""type"": ""string""},
        ""contains_hashtags"": {""type"": ""boolean""},
        ""contains_mentions"": {""type"": ""boolean""}
      }
    }
  },
  ""required"": [""themes""]
}

{
  ""themes"": [
    {
      ""name"": ""Politics and World Events"",
      ""confidence"": 85,
      ""sub_themes"": [
        ""Iraqi Politics"",
        ""Middle East Conflict"",
        ""US Politics"",
        ""Global Events""
      ],
      ""keywords"": [
        ""Iraq"",
        ""US"",
        ""Middle East"",
        ""Politics"",
        ""Government""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Celebrity and Entertainment"",
      ""confidence"": 90,
      ""sub_themes"": [
        ""Music"",
        ""Movies"",
        ""TV Shows"",
        ""Celebrity News""
      ],
      ""keywords"": [
        ""Music"",
        ""Movies"",
        ""TV"",
        ""Celebrities""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Social Issues and Activism"",
      ""confidence"": 80,
      ""sub_themes"": [
        ""Racial Issues"",
        ""Social Justice"",
        ""Activism"",
        ""Human Rights""
      ],
      ""keywords"": [
        ""Racism"",
        ""Social Justice"",
        ""Activism"",
        ""Human Rights""
      ],
      ""sentiment"": ""negative""
    },
    {
      ""name"": ""Technology and Science"",
      ""confidence"": 75,
      ""sub_themes"": [
        ""Artificial Intelligence"",
        ""Space Exploration"",
        ""Science"",
        ""Technology""
      ],
      ""keywords"": [
        ""AI"",
        ""Space"",
        ""Science"",
        ""Tech""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Sports and Fitness"",
      ""confidence"": 70,
      ""sub_themes"": [
        ""Sports News"",
        ""Fitness"",
        ""Athletes"",
        ""Sports Teams""
      ],
      ""keywords"": [
        ""Sports"",
        ""Fitness"",
        ""Athletes"",
        ""Teams""
      ],
      ""sentiment"": ""positive""
    },
    {
      ""name"": ""Business and Economics"",
      ""confidence"": 65,
      ""sub_themes"": [
        ""Business News"",
        ""Economy"",
        ""Finance"",
        ""Markets""
      ],
      ""keywords"": [
        ""Business"",
        ""Economy"",
        ""Finance"",
        ""Markets""
      ],
      ""sentiment"": ""neutral""
    },
    {
      ""name"": ""Education and Learning"",
      ""confidence"": 60,
      ""sub_themes"": [
        ""Education"",
        ""Learning"",
        ""Academia"",
        ""Research""
      ],
      ""keywords"": [
        ""Education"",
        ""Learning"",
        ""Academia"",
        ""Research""
      ],
      ""sentiment"": ""neutral""
    }
  ],
  ""metadata"": {
    ""tweet_length"": 300,
    ""language"": ""English"",
    ""contains_hashtags"": true,
    ""contains_mentions"": true
  }
}",
60,,"Error code: 429 - {'error': {'message': 'Request was rejected due to request rate limiting. Your rate limits are 60 RPM (1 QPS) and 60000 TPM (1000 TPS). See details: https://docs.together.ai/docs/rate-limits', 'type': 'credit_limit', 'param': None, 'code': None}}"
60,"```json
{
    ""themes"": [
        {
            ""name"": ""Politics and Social Issues"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""Politics"",
                ""Social Issues"",
                ""Human Rights""
            ],
            ""keywords"": [
                ""Punjab Police"",
                ""Manchester attack"",
                ""Canadian citizen"",
                ""Hate speech"",
                ""ISIS""
            ],
            ""sentiment"": ""negative""
        },
        {
            ""name"": ""Entertainment and Celebrities"",
            ""confidence"": 70,
            ""sub_themes"": [
                ""Celebrity News"",
                ""Movies"",
                ""Music""
            ],
            ""keywords"": [
                ""Kardashian"",
                ""Kim"",
                ""Khloe"",
                ""Kylie"",
                ""Justin Bieber""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Technology and Science"",
            ""confidence"": 80,
            ""sub_themes"": [
                ""AI"",
                ""NLP"",
                ""Machine Learning""
            ],
            ""keywords"": [
                ""AI"",
                ""NLP"",
                ""Machine Learning"",
                ""Python"",
                ""Data Science""
            ],
            ""sentiment"": ""neutral""
        },
        {
            ""name"": ""Health and Wellness"",
            ""confidence"": 60,
            ""sub_themes"": [
                ""Fitness"",
                ""Nutrition"",
                ""Mental Health""
            ],
            ""keywords"": [
                ""Exercise"",
                ""Diet"",
                ""Mental Health"",
                ""Wellness"",
                ""Self-care""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Travel and Leisure"",
            ""confidence"": 50,
            ""sub_themes"": [
                ""Travel"",
                ""Tourism"",
                ""Leisure""
            ],
            ""keywords"": [
                ""Travel"",
                ""Vacation"",
                ""Holiday"",
                ""Tourism"",
                ""Adventure""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Education and Personal Development"",
            ""confidence"": 40,
            ""sub_themes"": [
                ""Education"",
                ""Learning"",
                ""Personal Development""
            ],
            ""keywords"": [
                ""Education"",
                ""Learning"",
                ""Personal Growth"",
                ""Self-improvement"",
                ""Motivation""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Sports and Fitness"",
            ""confidence"": 30,
            ""sub_themes"": [
                ""Sports"",
                ""Fitness"",
                ""Exercise""
            ],
            ""keywords"": [
                ""Sports"",
                ""Fitness"",
                ""Exercise"",
                ""Running"",
                ""Weightlifting""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Food and Recipes"",
            ""confidence"": 20,
            ""sub_themes"": [
                ""Food"",
                ""Recipes"",
                ""Cooking""
            ],
            ""keywords"": [
                ""Food"",
                ""Recipes"",
                ""Cooking"",
                ""Diet"",
                ""Nutrition""
            ],
            ""sentiment"": ""positive""
        },
        {
            ""name"": ""Business and Finance"",
            ""confidence"": 10,
            ""sub_themes"": [
                ""Business"",
                ""Finance"",
                ""Economy""
            ],
            ""keywords"": [
                ""Business"",
                ""Finance"",
                ""Economy"",
                ""Investment"",
                ""Market""
            ],
            ""sentiment"": ""neutral""
        }
    ],
    ""metadata"": {
        ""tweet_length"": 150,
        ""language"": ""English"",
        ""contains_hashtags"": true,
        ""contains_mentions"": true
    }
}
```",
